image_name,instruct,target_description,image_address,result_image_name,Type
denisa-zamfir-08gr7hEhk1U-unsplash.jpg,Change the apple on the bottom to a peach,Photo of a peach,https://unsplash.com/it/foto/torta-rotonda-marrone-e-bianca-su-tessuto-nero-08gr7hEhk1U,denisa-zamfir-08gr7hEhk1U-unsplash_Change_the_apple_on_the_right_to_a_rose.jpg,Absolute Direction
dennis-yu-EQ_DW72NkYU-unsplash.jpg,Turn them into lizards,Photo of lizards,https://unsplash.com/photos/a-group-of-people-climbing-up-the-side-of-a-mountain-EQ_DW72NkYU,dennis-yu-EQ_DW72NkYU-unsplash_Turn_them_into_lizards.jpg,Pronoun
denys-striyeshyn-wJ7yGwz2-00-unsplash.jpg,Put a potted plant on the right side of the lamp,Photo of a potted plant,https://unsplash.com/photos/brown-wooden-table-and-chairs-wJ7yGwz2-00,denys-striyeshyn-wJ7yGwz2-00-unsplash_Put_a_potted_plant_on_the_right_side_of_the_lamp.jpg,Relative Direction
digital-reach-PZRbaRHk2RI-unsplash.jpg,make her clothes red,Photo of her with red clothes,https://unsplash.com/de/fotos/cowboys-und-cowgirls-auf-pferden-bei-einem-rodeo-event-PZRbaRHk2RI,digital-reach-PZRbaRHk2RI-unsplash_make_her_clothes_red.jpg,Pronoun
doan-anh-nNYbVCS-YQ8-unsplash.jpg,Replace the painting on the right with a mirror.,Photo of a mirror,https://unsplash.com/photos/brown-lioness-on-brown-rock-during-daytime-NWwv0ETyzxc,doan-anh-nNYbVCS-YQ8-unsplash_Replace_the_painting_on_the_right_with_a_mirror.jpg,Absolute Direction
ecemwashere-TWr4iGjTlas-unsplash.jpg,Convert the stool at the left side of Choplin to a metal stool,Photo of a metal stool,https://unsplash.com/photos/grayscale-photo-of-man-in-black-jacket-sitting-on-chair-TWr4iGjTlas,ecemwashere-TWr4iGjTlas-unsplash_Convert_the_stool_at_the_left_side_of_Choplin_to_a_metal_stool.jpg,Relative Direction
fabio-romano-FEFmNimTwPo-unsplash.jpg,Swap the bikes beneath the lamp post for a motorcycle.,Photo of a motorcycle,https://unsplash.com/id/foto/seorang-pria-mengendarai-sepeda-di-jalan-di-sebelah-gedung-gedung-tinggi-FEFmNimTwPo,fabio-romano-FEFmNimTwPo-unsplash_Swap_the_bikes_beneath_the_lamp_post_for_a_motorcycle.jpg,Relative Direction
fabrice-villard-Du41jIaI5Ww-unsplash.jpg,add a dark cottage on the left side of the tree,Photo of a dark cottage,https://unsplash.com/photos/withered-tree-surrounded-with-snow-during-daytime-Du41jIaI5Ww,fabrice-villard-Du41jIaI5Ww-unsplash_add_a_dark_cottage_on_the_left_side_of_the_tree.jpg,Relative Direction
fineas-anton-sWUc_75LaMo-unsplash.jpg,Turn the potted plants on the left of the brick wall into pumpkins.,Photo of pumpkins,https://unsplash.com/photos/white-and-brown-wooden-house-beside-picnic-table-with-green-leaf-plants-sWUc_75LaMo,fineas-anton-sWUc_75LaMo-unsplash_Turn_the_potted_plants_on_the_left_of_the_brick_wall_into_pumpkins.jpg,Relative Direction
florian-muller-o1hsA6Valfo-unsplash.jpg,Place a rhinoceros to the bottom of the nest,Photo of a rhinoceros,https://unsplash.com/photos/a-lonely-tree-stands-in-a-dry-field-o1hsA6Valfo,florian-muller-o1hsA6Valfo-unsplash_Place_a_rhinoceros_to_the_bottom_of_the_nest.jpg,Relative Direction
florin-beudean-gGG7NHbzeGg-unsplash.jpg,turn them into 3 deer,Photo of 3 deer,https://unsplash.com/photos/three-brown-and-black-horses-running-in-open-green-field-at-daytime-gGG7NHbzeGg,florin-beudean-gGG7NHbzeGg-unsplash_turn_them_into_3_deer.jpg,Pronoun
flyd-QGEk0C6ZDhM-unsplash.jpg,paint the top pumpkin pink,Photo of pink pumpkin,https://unsplash.com/fr/photos/un-couple-de-citrouilles-assis-sur-une-table-QGEk0C6ZDhM,flyd-QGEk0C6ZDhM-unsplash_paint_the_top_pumpkin_pink.jpg,Absolute Direction
francesco-la-corte-VZzDj4Z-4EI-unsplash.jpg,Fill the plate on the top to with soup.,Photo of a soup plate,https://unsplash.com/photos/a-wooden-table-topped-with-plates-and-bowls-of-food-VZzDj4Z-4EI,francesco-la-corte-VZzDj4Z-4EI-unsplash_Fill_the_plate_on_the_top_to_with_soup.jpg,Absolute Direction
frances-gunn-uPiLbyLBlko-unsplash.jpg,Put boots on the person on the left,Photo of a preson with boots,https://unsplash.com/photos/two-women-walking-in-front-of-trees-uPiLbyLBlko,frances-gunn-uPiLbyLBlko-unsplash_Put_boots_on_the_person_on_the_left.jpg,Absolute Direction
gary-bendig-WPmPsdX2ySw-unsplash.jpg,convert them into storks,Photo of storks,https://unsplash.com/photos/gray-and-black-mallard-ducks-flying-during-day-time-WPmPsdX2ySw,gary-bendig-WPmPsdX2ySw-unsplash_convert_them_into_storks.jpg,Pronoun
gavin-wilson-Qht73AXa25I-unsplash.jpg,Add a bicycle to the right of the car.,Photo of a bicycle,https://unsplash.com/photos/white-sports-car-parked-in-a-modern-courtyard-Qht73AXa25I,gavin-wilson-Qht73AXa25I-unsplash_Add_a_bicycle_to_the_right_of_the_car.jpg,Relative Direction
girl-with-red-hat-oJG9HOVKGMs-unsplash.jpg,make them black,Photo of them in black color,https://unsplash.com/photos/pink-and-blue-pen-on-white-table-oJG9HOVKGMs,girl-with-red-hat-oJG9HOVKGMs-unsplash_make_them_black.jpg,Pronoun
godz1-dVv6m-vr7YY-unsplash.jpg,make him a black man,Photo of a black man,https://unsplash.com/ko/%EC%82%AC%EC%A7%84/%EB%91%90-%EC%82%AC%EB%9E%8C%EC%9D%B4-%EB%82%98%EB%9E%80%ED%9E%88-%EC%84%9C-%EC%9E%88%EC%8A%B5%EB%8B%88%EB%8B%A4-dVv6m-vr7YY,godz1-dVv6m-vr7YY-unsplash_make_him_a_black_man.jpg,Pronoun
harrison-lin-y2BUSMogBUU-unsplash.jpg,Convert the left buildings into cottages,Photo of cottages,https://unsplash.com/photos/a-roller-coaster-in-the-middle-of-a-city-y2BUSMogBUU,harrison-lin-y2BUSMogBUU-unsplash_Convert_the_left_buildings_into_cottages.jpg,Absolute Direction
helena-lopes-e3OUQGT9bWU-unsplash.jpg,Color her shirt red,Photo of her with red shirt,https://unsplash.com/photos/three-men-and-one-woman-laughing-during-daytime-e3OUQGT9bWU,helena-lopes-e3OUQGT9bWU-unsplash_Color_her_shirt_red.jpg,Pronoun
helena-lopes-UZe35tk5UoA-unsplash.jpg,Give her a tattoo.,Photo of her with tattoo,https://unsplash.com/photos/photo-of-three-person-sitting-and-talking-UZe35tk5UoA,helena-lopes-UZe35tk5UoA-unsplash_Give_her_a_tattoo.jpg,Pronoun
ivan-sabayuki-mN7z9oHpNDk-unsplash.jpg,make them zebras,Photo of zebras,https://unsplash.com/photos/a-group-of-deer-in-a-field-mN7z9oHpNDk,ivan-sabayuki-mN7z9oHpNDk-unsplash_make_them_zebras.jpg,Pronoun
jagjeet-dhuna-EV6wI7cTE1U-unsplash.jpg,color them yellow,Photo of them in yellow color,https://unsplash.com/photos/a-sheep-standing-in-a-field-next-to-a-fence-EV6wI7cTE1U,jagjeet-dhuna-EV6wI7cTE1U-unsplash_color_them_yellow.jpg,Pronoun
jann-and-sTOo88hWnbQ-unsplash.jpg,Replace the plants on the left side of the bicycle with neon green plants,Photo of red neon green plants,https://unsplash.com/id/foto/sebuah-sepeda-diparkir-di-depan-sebuah-gedung-hitam-sTOo88hWnbQ,jann-and-sTOo88hWnbQ-unsplash_Replace_the_plants_on_the_left_side_of_the_bicycle_with_neon_green_plants.jpg,Relative Direction
jaroslaw-slodkiewicz-SDIIfq6nhFU-unsplash.jpg,Convert them into statues,Photo of statues,https://unsplash.com/photos/brown-and-white-guinea-pig-on-pink-textile-SDIIfq6nhFU,jaroslaw-slodkiewicz-SDIIfq6nhFU-unsplash_Convert_them_into_statues.jpg,Pronoun
jason-briscoe-7MAjXGUmaPw-unsplash.jpg,add a parrot on the top of the silver pot,Photo of a parrot,https://unsplash.com/photos/woman-cooking-inside-kitchen-room-7MAjXGUmaPw,jason-briscoe-7MAjXGUmaPw-unsplash_add_a_parrot_on_the_top_of_the_silver_pot.jpg,Relative Direction
javier-trueba-iQPr1XkF5F0-unsplash.jpg,Make the dress of the girl to the left of the standing girl red.,Photo of a girl with red dress,https://unsplash.com/photos/woman-carrying-white-and-green-textbook-iQPr1XkF5F0,javier-trueba-iQPr1XkF5F0-unsplash_Make_the_dress_of_the_girl_to_the_left_of_the_standing_girl_red.jpg,Relative Direction
jetts-thanatip-jvv2e1NJc9s-unsplash.jpg,color the pillow on the right side green,Photo of a green pillow,https://unsplash.com/photos/a-couch-with-orange-pillows-sits-by-a-window-jvv2e1NJc9s,jetts-thanatip-jvv2e1NJc9s-unsplash_color_the_pillow_on_the_right_side_green.jpg,Absolute Direction
jiawei-zhao-GgeaiV4dLk0-unsplash.jpg,Make the upper fan a silver plate,Photo of a silver plate,https://unsplash.com/photos/white-wooden-shelf-with-books-and-decors-GgeaiV4dLk0,jiawei-zhao-GgeaiV4dLk0-unsplash_Make_the_upper_fan_a_silver_plate.jpg,Absolute Direction
joel-frank-dbrpgZarm1w-unsplash.jpg,Give her a hat,Photo of her with hat,https://unsplash.com/photos/a-group-of-people-posing-for-a-picture-in-a-field-dbrpgZarm1w,joel-frank-dbrpgZarm1w-unsplash_Give_her_a_hat.jpg,Pronoun
jonathan-borba-xOBJ6viupsA-unsplash.jpg,make her clothes pink,Photo of her with clothes pink,https://unsplash.com/de/fotos/ein-mann-und-zwei-kinder-sind-in-der-kuche-xOBJ6viupsA,jonathan-borba-xOBJ6viupsA-unsplash_make_her_clothes_pink.jpg,Pronoun
julee-juu-0tG0Jb8syI0-unsplash.jpg,wear him blue clothes,Photo of him with blue clothes,"https://www.google.com/search?vsrid=CK-Q-f6B1vfY1gEQAhgBIiRlOTRlNzMxZC04OWRiLTQzYmEtODJjMy1mYWVjMWY5MmQ2MDIyBiICZGgoHzjyy-XjqsCRAw&vsint=CAIqDAoCCAcSAggKGAEgATojChYNAAAAPxUAAAA_HQAAgD8lAACAPzABEIAFGKAGJQAAgD8&udm=26&lns_mode=un&source=lns.web.gsbubb&vsdim=640,800&gsessionid=cPQqy77NFFCb6OlGq6hsnn8liTymaIW49RkVTd4-8wRfYDf5Vu6IFw&lsessionid=9VhR1HhG9mM4V8Gm95ATNX-kVz-PXzlMIfb-8bgd7HKM8rG-KxHehw&lns_surface=26&authuser=0&lns_vfs=e&qsubts=1765827158662&biw=946&bih=730&hl=en-AT",julee-juu-0tG0Jb8syI0-unsplash_wear_him_blue_clothes.jpg,Pronoun
kaden-taylor-RE2mHt6x4KA-unsplash.jpg,make her a witch,Photo of a witch,https://unsplash.com/de/fotos/vier-personen-beobachten-die-berge-von-einer-wiese-aus-RE2mHt6x4KA,kaden-taylor-RE2mHt6x4KA-unsplash_make_her_a_witch.jpg,Pronoun
kai-wei-HiVnFped9vE-unsplash.jpg,Make the window to the right of the wooden door blue.,Photo of a blue window,https://unsplash.com/photos/woman-beside-pedestrian-lane-HiVnFped9vE,kai-wei-HiVnFped9vE-unsplash_Make_the_window_to_the_right_of_the_wooden_door_blue.jpg,Relative Direction
kam-idris-Ot2iTXgC6fY-unsplash.jpg,Make the white cabinet on the top of the mixer striped,Photo of a striped cabinet,https://unsplash.com/photos/white-ceramic-mug-on-white-ceramic-saucer-on-white-wooden-cabinet-Ot2iTXgC6fY,kam-idris-Ot2iTXgC6fY-unsplash_Make_the_white_cabinet_on_the_top_of_the_mixer_striped.jpg,Relative Direction
katelyn-greer-lFgmWqxMVjs-unsplash.jpg,convert the bottom branch to a frozen branch,Photo of a frozen branch,https://unsplash.com/photos/a-group-of-birds-sitting-on-top-of-a-tree-branch-lFgmWqxMVjs,katelyn-greer-lFgmWqxMVjs-unsplash_convert_the_bottom_branch_to_a_frozen_branch.jpg,Absolute Direction
kateryna-hliznitsova-zKvV5yxVHfI-unsplash.jpg,add a beautiful butterfly on the top of the candle,Photo of a beautiful butterfly,https://unsplash.com/photos/a-little-girl-holding-a-plate-with-a-piece-of-food-on-it-zKvV5yxVHfI,kateryna-hliznitsova-zKvV5yxVHfI-unsplash_add_a_beautiful_butterfly_on_the_top_of_the_candle.jpg,Relative Direction
kouji-tsuru-_u98iuJy8DU-unsplash.jpg,Make the table on the top black.,Photo of a blue flower,https://unsplash.com/photos/a-table-with-a-vase-of-flowers-on-top-of-it-_u98iuJy8DU,kouji-tsuru-_u98iuJy8DU-unsplash_Make_the_table_on_the_top_black.jpg,Absolute Direction
kouji-tsuru-_u98iuJy8DU-unsplash.jpg,Paint the flower on the bottom blue,Photo of a blue flower,https://unsplash.com/photos/a-table-with-a-vase-of-flowers-on-top-of-it-_u98iuJy8DU,kouji-tsuru-_u98iuJy8DU-unsplash_Paint_the_flower_on_the_bottom_blue.jpg,Absolute Direction
kouji-tsuru-yWIg4MatCjE-unsplash.jpg,Turn the wicker basket on the bottom into a handbag,Photo of a handbag,https://unsplash.com/photos/cozy-cafe-interior-with-round-tables-and-benches-yWIg4MatCjE,kouji-tsuru-yWIg4MatCjE-unsplash_Turn_the_wicker_basket_on_the_bottom_into_a_handbag.jpg,Absolute Direction
land-o-lakes-inc-b4-ubEXfOBI-unsplash.jpg,Give her a necklace.,Photo of her with necklace,https://unsplash.com/photos/three-friends-talking-outdoors-on-a-sunny-day-b4-ubEXfOBI,land-o-lakes-inc-b4-ubEXfOBI-unsplash_Give_her_a_necklace.jpg,Pronoun
land-o-lakes-inc-D43JYb0yTKU-unsplash.jpg,Give her some tattoos.,Photo of her with tattoos,https://unsplash.com/photos/athletes-resting-on-a-track-after-training-D43JYb0yTKU,land-o-lakes-inc-D43JYb0yTKU-unsplash_Give_her_some_tattoos.jpg,Pronoun
land-o-lakes-inc-DJHq_RAw5bo-unsplash.jpg,change their clothes to yellow,Photo of yellow clothes,https://unsplash.com/photos/group-of-people-gathered-by-a-rustic-wooden-fence-DJHq_RAw5bo,land-o-lakes-inc-DJHq_RAw5bo-unsplash_change_their_clothes_to_yellow.jpg,Pronoun
land-o-lakes-inc-DWv3vEGKW1E-unsplash.jpg,Make them skeletons.,Photo of skeletons ,https://unsplash.com/photos/family-riding-in-a-utility-vehicle-through-a-field-DWv3vEGKW1E,land-o-lakes-inc-DWv3vEGKW1E-unsplash_Make_them_skeletons.jpg,Pronoun
land-o-lakes-inc-k71TQkbVIgI-unsplash.jpg,Paint her clothes red,Photo of her with clothes red ,https://unsplash.com/photos/children-riding-in-a-wagon-with-red-buckets-k71TQkbVIgI,land-o-lakes-inc-k71TQkbVIgI-unsplash_Paint_her_clothes_red.jpg,Pronoun
land-o-lakes-inc-p6wuN_3Wwqs-unsplash.jpg,Give him a black coat.,Photo of him with black coat ,https://unsplash.com/photos/family-posing-in-a-lush-garden-setting-p6wuN_3Wwqs,land-o-lakes-inc-p6wuN_3Wwqs-unsplash_Give_him_a_black_coat.jpg,Pronoun
land-o-lakes-inc-pazs-Hi5mf8-unsplash.jpg,Turn her into a robot.,Photo of a robot,https://unsplash.com/photos/grandfather-and-grandchildren-prepare-food-in-kitchen-pazs-Hi5mf8,land-o-lakes-inc-pazs-Hi5mf8-unsplash_Turn_her_into_a_robot.jpg,Pronoun
lashawn-dobbs-xTcS9bZLu_8-unsplash.jpg,Give her a green dress.,Photo of her with green dress,https://unsplash.com/photos/a-couple-of-kids-sitting-on-top-of-a-swing-xTcS9bZLu_8,lashawn-dobbs-xTcS9bZLu_8-unsplash_Give_her_a_green_dress.jpg,Pronoun
laura-chouette-zZxiEjCVpYM-unsplash.jpg,Turn the lemon on the top into a red orange,Photo of a red orange,https://unsplash.com/photos/a-book-with-sunglasses-and-lemons-on-a-bed-zZxiEjCVpYM,laura-chouette-zZxiEjCVpYM-unsplash_Make_the_lemon_to_the_right_of_the_glass_a_strawberry.jpg,Absolute Direction
laura-chouette-zZxiEjCVpYM-unsplash.jpg,Make the lemon to the right of the glass a strawberry,Photo of a strawberry,https://unsplash.com/photos/a-book-with-sunglasses-and-lemons-on-a-bed-zZxiEjCVpYM,laura-chouette-zZxiEjCVpYM-unsplash_Turn_the_lemon_on_the_top_into_a_red_orange.jpg,Relative Direction
lennart-nacke-owq9ZG_IgNc-unsplash.jpg,convert them to sofas,Photo of sofas,https://unsplash.com/photos/red-and-blue-wooden-armchairs-owq9ZG_IgNc,lennart-nacke-owq9ZG_IgNc-unsplash_convert_them_to_sofas.jpg,Pronoun
lisa-anna-_NEnWHoI3oA-unsplash.jpg,Remove the chair to the right of the black table.,Photo of an empty scene,https://unsplash.com/photos/a-living-room-filled-with-furniture-and-a-kitchen-_NEnWHoI3oA,lisa-anna-_NEnWHoI3oA-unsplash_Remove_the_chair_to_the_right_of_the_black_table.jpg,Relative Direction
lisa-anna-4yjhQXoLnuc-unsplash.jpg,add curtains to the window on the left,Photo of curtains and window,https://unsplash.com/id/foto/ruang-tamu-dengan-lantai-kayu-keras-dan-jendela-4yjhQXoLnuc,lisa-anna-4yjhQXoLnuc-unsplash_add_curtains_to_the_window_on_the_left.jpg,Absolute Direction
lisa-anna-bUtuQ9WlL3Y-unsplash.jpg,Replace the lamp on the left with a red lamp.,Photo of a red lamp,https://unsplash.com/photos/a-bedroom-with-a-bed-nightstands-and-a-window-bUtuQ9WlL3Y,lisa-anna-bUtuQ9WlL3Y-unsplash_Replace_the_lamp_on_the_left_with_a_red_lamp.jpg,Absolute Direction
lisa-anna-Ly5h5jQbSOk-unsplash.jpg,Color the glasses beneath the vase red,Photo of red glasses,https://unsplash.com/photos/a-kitchen-with-white-cabinets-and-a-sink-Ly5h5jQbSOk,lisa-anna-Ly5h5jQbSOk-unsplash_Color_the_glasses_beneath_the_vase_red.jpg,Relative Direction
lisa-anna-oAEzenkgpJY-unsplash.jpg,Make the curtain on the right red.,Photo of a red curtain,https://unsplash.com/de/fotos/ein-schlafzimmer-mit-einem-grossen-bett-und-einem-fenster-oAEzenkgpJY,lisa-anna-oAEzenkgpJY-unsplash_Make_the_curtain_on_the_right_red.jpg,Absolute Direction
lisa-anna-PdrreuRtuT0-unsplash.jpg,Change the chair on the left into a stool.,Photo of a stool,https://unsplash.com/photos/a-kitchen-with-a-bar-and-a-dining-area-PdrreuRtuT0,lisa-anna-PdrreuRtuT0-unsplash_Change_the_chair_on_the_left_into_a_stool.jpg,Absolute Direction
lisa-anna-rss0ikBeekU-unsplash.jpg,add a potted plant on the bottom of the stove,Photo of a potted plant,https://unsplash.com/de/fotos/eine-kuche-mit-einem-herd-und-einer-mikrowelle-rss0ikBeekU,lisa-anna-rss0ikBeekU-unsplash_add_a_potted_plant_on_the_bottom_of_the_stove.jpg,Relative Direction
lisa-anna-rxM3AifFgqY-unsplash.jpg,Add a piano to the right of the drawers.,Photo of a piano,https://unsplash.com/de/fotos/ein-leerer-raum-mit-holzboden-und-schwarzen-wanden-rxM3AifFgqY,lisa-anna-rxM3AifFgqY-unsplash_Add_a_piano_to_the_right_of_the_drawers.jpg,Relative Direction
lisa-anna-wXLn2A7RLOQ-unsplash.jpg,Replace the cabinet above the hood with a dish shelf.,Photo of a dish shelf,https://unsplash.com/id/foto/dapur-dengan-lemari-putih-dan-oven-kompor-wXLn2A7RLOQ,lisa-anna-wXLn2A7RLOQ-unsplash_Replace_the_cabinet_above_the_hood_with_a_dish_shelf.jpg,Relative Direction
lisa-anna-xOSwm-12QUc-unsplash.jpg,Add a cat under the mirror.,Photo of a cat,https://unsplash.com/ko/%EC%82%AC%EC%A7%84/%EC%9E%91%EC%9D%80-%EC%9A%95%EC%8B%A4%EC%97%90-%EC%84%B8%ED%83%81%EA%B8%B0%EC%99%80-%EA%B1%B4%EC%A1%B0%EA%B8%B0%EA%B0%80-%EC%9E%88%EC%8A%B5%EB%8B%88%EB%8B%A4-xOSwm-12QUc,lisa-anna-xOSwm-12QUc-unsplash_Add_a_cat_under_the_mirror.jpg,Relative Direction
lisa-anna-YInxT-ihpP0-unsplash.jpg,color the washing machine on the top blue,Photo of a blue washing machine,https://unsplash.com/photos/a-bathroom-with-a-washer-and-dryer-in-it-YInxT-ihpP0,lisa-anna-YInxT-ihpP0-unsplash_color_the_washing_machine_on_the_top_blue.jpg,Absolute Direction
logan-weaver-lgnwvr-DvKfoJKhG7U-unsplash.jpg,Make the bag on top of the wooden board a basket.,Photo of a basket,https://unsplash.com/id/foto/tas-2-arah-kulit-hitam-DvKfoJKhG7U,logan-weaver-lgnwvr-DvKfoJKhG7U-unsplash_Convert_the_bag_on_top_of_the_wooden_board_into_a_basket.jpg,Relative Direction
low-angle-DFv1FQN7ASo-unsplash.jpg,turn them into swans,Photo of swans,https://unsplash.com/photos/three-ducks-swim-on-a-calm-blue-lake-DFv1FQN7ASo,low-angle-DFv1FQN7ASo-unsplash_turn_them_into_swans.jpg,Pronoun
lucas-mendes-DutIW-MX7vM-unsplash.jpg,Fill the basket on the left with fruit,Photo of a fruit basket,https://unsplash.com/de/fotos/drei-braune-weidenkorbe-DutIW-MX7vM,lucas-mendes-DutIW-MX7vM-unsplash_Fill_the_basket_on_the_left_with_fruit.jpg,Absolute Direction
lucia-macedo-xXLT52bAzkk-unsplash.jpg,make the horse on the left side of gray horse to a white horse,Photo of a white horse,https://unsplash.com/photos/brown-and-white-horses-on-green-grass-field-during-daytime-xXLT52bAzkk,lucia-macedo-xXLT52bAzkk-unsplash_make_the_horse_on_the_left_side_of_gray_horse_to_a_white_horse.jpg,Relative Direction
madi-schwemer--GqXN6UXmUw-unsplash.jpg,Instead of the christmas ball on the bottom of the ribbon put a red christmas ball,Photo of a red christmas ball,https://unsplash.com/photos/a-close-up-of-a-christmas-tree-with-ornaments--GqXN6UXmUw,madi-schwemer--GqXN6UXmUw-unsplash_Instead_of_the_christmas_ball_on_the_bottom_of_the_ribbon_put_a_red_christmas_ball.jpg,Relative Direction
maize-ngo-OOAoicK_x_U-unsplash.jpg,Turn him into a Black man.,Photo of a Black man,https://unsplash.com/photos/womens-white-button-up-collared-shirt-OOAoicK_x_U,maize-ngo-OOAoicK_x_U-unsplash_Turn_him_into_a_Black_man.jpg,Pronoun
malvestida-u79wy47kvVs-unsplash.jpg,Make the leaf on the right an autumn leaf.,Photo of an autumn leaf,https://unsplash.com/photos/photo-of-bag-sneakers-and-sunglasses-on-beige-surface-u79wy47kvVs,malvestida-u79wy47kvVs-unsplash_Make_the_leaf_on_the_right_an_autumn_leaf.jpg,Absolute Direction
malvestida-u79wy47kvVs-unsplash.jpg,Shape the shoe on the top into a sandal.,Photo of a sandal,https://unsplash.com/photos/photo-of-bag-sneakers-and-sunglasses-on-beige-surface-u79wy47kvVs,malvestida-u79wy47kvVs-unsplash_Shape_the_shoe_on_the_top_into_a_sandal.jpg,Absolute Direction
maria-lupan-Rlakka_pZMU-unsplash.jpg,change the nail polish under the pink nail polish to green,Photo of a green nail polish,https://unsplash.com/photos/a-group-of-plastic-containers-Rlakka_pZMU,maria-lupan-Rlakka_pZMU-unsplash_change_the_nail_polish_under_the_pink_nail_polish_to_green.jpg,Relative Direction
marina-podrez-l62-amh_QEs-unsplash.jpg,Make the mug on the left out of white porcelain.,Photo of white porcelain mug,https://unsplash.com/photos/a-white-table-with-a-vase-of-flowers-on-it-l62-amh_QEs,marina-podrez-l62-amh_QEs-unsplash_Make_the_mug_on_the_left_out_of_white_porcelain.jpg,Absolute Direction
marissa-lewis-Jp3j9pQalig-unsplash.jpg,Color the chair to the left of the white chair yellow,Photo of a yellow chair,https://unsplash.com/photos/a-group-of-lawn-chairs-sitting-in-front-of-a-building-Jp3j9pQalig,marissa-lewis-Jp3j9pQalig-unsplash_Color_the_chair_to_the_left_of_the_white_chair_yellow.jpg,Relative Direction
marlon-reyes-bIxnbzBlsMU-unsplash.jpg,Add a truck on the right side of the tree,Photo of a truck,https://unsplash.com/photos/green-tree-on-brown-sand-under-blue-sky-during-daytime-bIxnbzBlsMU,marlon-reyes-bIxnbzBlsMU-unsplash_Add_a_truck_on_the_right_side_of_the_tree.jpg,Relative Direction
